REF_DATE,City,Immigrants,CPI_current,Adj_rent,Province,Net interprovincial migration,Net intraprovincial migration,Net non-permanent residents,Residual deviation,Net_International_Migration,Births,Deaths,Natural Growth,Population_Estimate,M_Income,Bachelor_Unit,One bedroom units,Three bedroom units,Two bedroom units,Crime severity index,Violent crime severity index,Average_Rent,Average_Rent_log,YoY_diff,Change_in_M_income,Labour force,Employment,Full-time employment,Part-time employment,Unemployment,Not in labour force,Unemployment rate,Participation rate,Employment rate,Vacancy_Rate,Housing starts,Housing under construction,Housing completions,Percentage,Percentage3,Imm_pop,Change_Vacancy,Change_UnEm,Change_Participation,Log_Adj_Rent,Chng_Log_AdjR
2022,Québec,5941,151.2,837.2200176,Quebec,284,2371,2790,NA,8263,8168,6925,1243,848776,NA,686.6666667,873,1171,992.5,46.84,67.84,930.7916667,6.836035479,0.041635552,NA,455.1,441.9,362.8,79.1,13.2,237.9,2.9,65.7,63.8,1.5,8290,9229,8279,0.003061221,0.003086397,0.007101235,-1.2,-1.2,0,6.730086901,-0.023961731
2002,Regina,487,100,715.105,Saskatchewan,-2111,578,81,226,361,2224,1479,745,197876,NA,351,467,690.5,594.75,206.51,172.52,525.8125,6.264944685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,651,386,596,NA,NA,NA,NA,NA,NA,6.572429385,NA
2003,Regina,452,102.8,709.9594682,Saskatchewan,-1093,880,88,218,276,2213,1517,696,198853,NA,349,490.3333333,704.75,602.5,221.85,194.82,536.6458333,6.285338349,0.020393663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,889,545,733,NA,NA,0.002284259,0.1,NA,NA,6.565207881,-0.007221504
2004,Regina,566,104.7,713.3126393,Saskatchewan,-991,608,80,214,530,2286,1694,592,199806,NA,361,503.3333333,716.5,615.75,229.09,187.86,549.1458333,6.308364041,0.023025692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,1242,861,926,0.002284259,NA,0.002846324,0.7,NA,NA,6.569919809,0.004711927
2005,Regina,633,107,698.8800623,Saskatchewan,-1898,558,80,190,628,2217,1558,659,199943,NA,367.6666667,497.25,713.5,621,205.96,185.63,549.8541667,6.309653092,0.001289051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,888,758,986,0.002846324,0.002860377,0.003168073,0.4,NA,NA,6.549479143,-0.020440666
2006,Regina,631,109.1,701.6590284,Saskatchewan,-1455,756,516,81,1000,2364,1596,768,201093,74500,376,507.75,735.5,632.25,196.57,208.41,562.875,6.333057579,0.023404487,NA,115.9,110.2,92.3,17.9,5.7,47,4.9,71.2,67.7,3.3,986,711,1029,0.003168073,0.003183256,0.003155899,0.2,NA,NA,6.553447572,0.003968429
2007,Regina,839,111.5,736.6158445,Saskatchewan,28,957,-79,-382,681,2383,1616,767,203144,77000,388.6666667,547,801.25,678.75,187,182.55,603.9166667,6.403436219,0.070378641,2500,116.9,111.1,90.4,20.6,5.9,48.2,5,70.8,67.3,1.7,1398,1175,926,0.003155899,0.003158063,0.004172199,-1.6,0.1,-0.4,6.602066514,0.048618943
2008,Regina,1220,114.1,838.9497517,Saskatchewan,323,491,327,-377,1532,2648,1684,964,206077,83000,455.6666667,644,931.5,784.25,164.61,171.47,703.8541667,6.556571185,0.153134966,6000,119.6,114.9,94.2,20.7,4.7,48.3,3.9,71.2,68.4,0.4,1375,1470,1073,0.004172199,0.004196196,0.006005592,-1.3,-1.1,0.4,6.732150814,0.1300843
2009,Regina,1727,114.4,912.6354895,Saskatchewan,514,818,687,-378,2388,2699,1654,1045,210464,92400,497,691.75,1010,872,143.67,156.03,767.6875,6.643382749,0.086811564,9400,122.3,116.9,97.2,19.7,5.5,49.1,4.5,71.4,68.2,0.6,930,1175,1224,0.006005592,0.006066845,0.008380363,0.2,0.6,0.2,6.816336556,0.084185742
2010,Regina,2328,116.5,958.8340486,Saskatchewan,235,329,407,-394,2712,2762,1628,1134,214480,92900,522,742.6666667,1092.75,928,133.18,151.86,821.3541667,6.710954401,0.067571652,500,127.4,121.2,100,21.2,6.3,47.5,4.9,72.8,69.3,1,1347,1294,1157,0.008380363,0.008501359,0.011061274,0.4,0.4,1.4,6.865718014,0.049381458
2011,Regina,2587,119.9,974.4161802,Saskatchewan,-62,630,397,-463,2884,2894,1706,1188,218657,90100,564,775,1131.25,966,124.19,121.45,859.0625,6.755841678,0.044887277,-2800,131.7,125.7,106.4,19.3,6,46.8,4.6,73.8,70.4,0.6,1694,1673,1214,0.011061274,0.011296748,0.012061731,-0.4,-0.3,1,6.881838502,0.016120488
2012,Regina,4055,121.7,1023.864695,Saskatchewan,367,310,977,-210,4840,2928,1660,1268,225232,92900,633.3333333,818,1204.25,1009.25,117.39,110.66,916.2083333,6.820243777,0.064402099,2800,134.4,128.7,108.8,19.8,5.7,48.9,4.2,73.3,70.2,0.9,3093,2701,2064,0.012061731,0.012291888,0.018545027,0.3,-0.4,-0.5,6.931339663,0.049501161
2013,Regina,3487,122.8,1055.185939,Saskatchewan,-91,285,1165,-204,4526,3042,1746,1296,231044,94300,657.3333333,865.25,1242.5,1046,106.12,108.23,952.7708333,6.859374406,0.039130629,1400,141.2,135.8,114.8,21,5.4,46.4,3.8,75.3,72.4,1.8,3122,3495,2486,0.018545027,0.018906192,0.015481814,0.9,-0.4,2,6.961472276,0.030132613
2014,Regina,3973,125.2,1088.366613,Saskatchewan,-666,696,-160,-193,3627,3116,1748,1368,235876,95300,696,894.5,1305.75,1111.5,103.3,103.63,1001.9375,6.909690904,0.050316498,1000,140.2,135.4,113,22.4,4.8,51,3.4,73.3,70.8,2.9,2223,2432,3284,0.015481814,0.015947351,0.017195859,1.1,-0.4,-2,6.992433332,0.030961055
2015,Regina,3620,126.6,1090.587151,Saskatchewan,-1314,631,-520,-142,2918,3146,1712,1434,239403,97200,706.3333333,916,1304.25,1134.25,110.01,108.87,1015.208333,6.922849125,0.01315822,1900,141.3,134.9,112.8,22.1,6.4,52.5,4.5,72.9,69.6,5.3,1597,1658,2343,0.017195859,0.017639589,0.015347047,2.4,1.1,-0.4,6.994471501,0.002038169
2016,Regina,4648,128.4,1093.017913,Saskatchewan,-1286,469,745,-147,5220,3338,1769,1569,245228,89700,713,927,1345,1142.75,126.07,127.32,1031.9375,6.939193382,0.016344257,-7500,144.1,136.3,114.6,21.7,7.8,53.5,5.4,72.9,69,5.4,1563,1325,1796,0.015347047,0.015668011,0.019414961,0.1,0.9,0,6.996697877,0.002226376
2017,Regina,4804,130.4,1075.906186,Saskatchewan,-1855,1259,374,NA,5033,3230,1728,1502,251167,100100,710.3333333,935.3333333,1331,1149.75,114.9,111.59,1031.604167,6.938870313,-0.000323069,10400,146.8,139.2,116.1,23.1,7.6,55.3,5.2,72.6,68.9,7,1923,1575,1580,0.019414961,0.019705269,0.019589933,1.6,-0.2,-0.3,6.980918549,-0.015779327
2018,Regina,5432,133.4,1064.942529,Saskatchewan,-2725,949,258,NA,5507,3205,1786,1419,256317,87700,700.3333333,964.5,1347.5,1166,128.28,122.71,1044.583333,6.951373361,0.012503048,-12400,148.3,139.3,115.9,23.4,9,57.9,6.1,71.9,67.6,7.7,1139,808,2050,0.019589933,0.020066582,0.021627045,0.7,0.9,-0.7,6.970676113,-0.010242436
2019,Regina,4882,136,1049.125,Saskatchewan,-3256,1025,814,NA,5530,3128,1830,1298,260914,88500,701,994.75,1326.5,1174.25,131.46,134.32,1049.125,6.955711762,0.004338402,800,148.9,140.8,115,25.9,8.1,61.2,5.4,70.9,67,7.8,537,403,941,0.021627045,0.022150815,0.019046727,0.1,-0.7,-1,6.955711762,-0.014964351
2020,Regina,4361,137,1061.8382,Saskatchewan,-3818,817,-28,NA,4121,3113,1911,1202,263236,NA,757.6666667,950.6666667,1375.25,1195,105.21,128.27,1069.645833,6.975082876,0.019371113,NA,143.8,131.7,110.2,21.5,12.1,69.8,8.4,67.4,61.7,7.4,766,563,609,0.019046727,0.019437267,0.01671432,-0.4,3,-3.5,6.967756836,0.012045073
2021,Regina,2371,141.6,1016.458333,Saskatchewan,-2602,624,-167,NA,2219,2999,2101,898,264375,NA,722.3333333,952.6666667,1361,1197.25,113.06,144.48,1058.3125,6.964430937,-0.010651938,NA,148.9,138.7,114.3,24.4,10.2,66.9,6.9,69,64.2,7,983,718,871,0.01671432,0.017014088,0.009007127,-0.4,-1.5,1.6,6.924079642,-0.043677194
2022,Regina,5690,151.2,992.5661376,Saskatchewan,-3162,476,653,NA,6291,3039,2215,824,268804,NA,743,1052,1398.5,1220.5,106.93,120.56,1103.5,7.006242226,0.041811288,NA,148.9,141.6,117.7,23.9,7.3,71.2,4.9,67.7,64.3,3,937,944,752,0.009007127,0.009087285,0.021522459,-4,-2,-1.3,6.900293648,-0.023785994
2002,Saguenay,116,100,545.02,Quebec,27,-1728,9,73,15,1405,1242,163,161506,NA,302,374,483,444,63.51,43.44,400.75,5.993337791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,596,316,391,NA,NA,NA,NA,NA,NA,6.300822491,NA
2003,Saguenay,167,102.8,544.61738,Quebec,68,-1429,14,80,88,1303,1222,81,160394,NA,309.3333333,377.6666667,498.3333333,461.3333333,59.83,43.48,411.6666667,6.02021396,0.026876169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,435,42,709,NA,NA,0.001034017,0.6,NA,NA,6.300083493,-0.000738998
2004,Saguenay,210,104.7,539.6052213,Quebec,1,-1216,0,79,53,1398,1205,193,159504,NA,317.3333333,381,499.3333333,464,61.35,53.55,415.4166667,6.029282033,0.009068072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,347,93,297,0.001034017,NA,0.001309276,-0.2,NA,NA,6.2908378,-0.009245693
2005,Saguenay,229,107,533.4080997,Quebec,-93,-1260,-5,83,143,1359,1253,106,158483,NA,313.3333333,389.6666667,500.3333333,475.3333333,53.37,44.63,419.6666667,6.039460745,0.010178713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,464,161,397,0.001309276,0.001300261,0.001435701,-1.2,NA,NA,6.279286797,-0.011551004
2006,Saguenay,100,109.1,537.9957226,Quebec,-112,-749,64,114,61,1408,1162,246,158043,56800,315.3333333,407,515.6666667,488.3333333,58.35,59.16,431.5833333,6.067460617,0.027999871,NA,80.1,72.7,57.3,15.4,7.4,50.8,9.2,61.2,55.5,4.8,485,157,489,0.001435701,0.001427734,0.000630983,0,NA,NA,6.28785061,0.008563813
2007,Saguenay,146,111.5,539.5276532,Quebec,-176,-231,-4,161,111,1460,1257,203,158111,55500,331.6666667,408.6666667,533,496,66.06,69.09,442.3333333,6.092063746,0.024603129,-1300,80.3,73,57.3,15.7,7.3,51.6,9.1,60.9,55.4,3.3,685,329,513,0.000630983,0.000626944,0.000923799,-1.5,-0.1,-0.3,6.29069404,0.002843431
2008,Saguenay,167,114.1,548.7876132,Quebec,-109,98,57,166,123,1502,1184,318,158707,51000,349.6666667,416.3333333,556,519.6666667,67.93,56.31,460.4166667,6.132131877,0.040068131,-4500,79.9,72.8,55.8,17.1,7,53,8.8,60.2,54.8,2,869,493,705,0.000923799,0.000921234,0.00105622,-1.3,-0.3,-0.7,6.307711505,0.017017465
2009,Saguenay,102,114.4,554.8776224,Quebec,-45,-286,91,162,171,1620,1391,229,158938,58500,351.3333333,430.3333333,564.6666667,520.6666667,75.97,71.35,466.75,6.145793782,0.013661906,7500,81.4,74,57,17,7.4,52.2,9.1,60.9,55.4,1.9,584,507,570,0.00105622,0.001056674,0.000642694,-0.1,0.3,0.7,6.318747589,0.011036084
2010,Saguenay,100,116.5,562.1917024,Quebec,-11,147,76,162,148,1474,1222,252,159636,59200,367,434.3333333,588.3333333,536.6666667,72.68,57.79,481.5833333,6.177079287,0.031285504,700,80.3,73.3,56.6,16.7,7,54.4,8.7,59.6,54.4,2.3,783,357,929,0.000642694,0.000645116,0.000629176,0.4,-0.4,-1.3,6.331842899,0.01309531
2011,Saguenay,97,119.9,569.5968863,Quebec,-21,105,27,115,84,1591,1220,371,160290,59500,388,452.3333333,612.3333333,556,73.01,59.98,502.1666667,6.21893207,0.041852783,300,78.1,72.4,55.8,16.6,5.7,57.5,7.3,57.6,53.4,1.7,859,374,834,0.000629176,0.000630092,0.000607632,-0.6,-1.4,-2,6.344928894,0.013085994
2012,Saguenay,90,121.7,550.7422624,Quebec,-21,563,99,-47,118,1571,1306,265,161168,61300,387.3333333,445,590.6666667,548.3333333,70.94,72.75,492.8333333,6.200171051,-0.018761019,1800,84.1,77.5,61.3,16.2,6.6,51.9,7.8,61.8,57,2.4,1117,493,987,0.000607632,0.000610301,0.000561482,0.7,0.5,4.2,6.311266936,-0.033661957
2013,Saguenay,146,122.8,567.3127036,Quebec,-32,-51,86,-25,185,1631,1424,207,161452,62400,390,460.3333333,628.3333333,570.3333333,58.96,54.52,512.25,6.238812787,0.038641736,1100,84.2,77.6,60.5,17.1,6.6,51.7,7.8,62,57.1,2.9,919,473,933,0.000561482,0.000563783,0.000905887,0.5,0,0.2,6.340910657,0.029643721
2014,Saguenay,149,125.2,562.5026624,Quebec,-123,-178,98,-13,164,1482,1397,85,161387,64500,378.6666667,476,626.3333333,590.3333333,55.15,59.42,517.8333333,6.24965344,0.010840653,2100,85,76.7,60.5,16.2,8.2,50.6,9.6,62.7,56.6,5.8,672,242,892,0.000905887,0.000910849,0.000922875,2.9,1.8,0.7,6.332395867,-0.00851479
2015,Saguenay,85,126.6,561.4744602,Quebec,-34,-293,243,15,208,1637,1539,98,161381,61600,378,477.3333333,638.6666667,596.6666667,53.59,61.1,522.6666667,6.258943912,0.009290472,-2900,81.4,74.7,59.8,14.9,6.7,53.7,8.2,60.3,55.3,9.2,505,198,552,0.000922875,0.000924501,0.000526684,3.4,-1.4,-2.4,6.330566288,-0.001829579
2016,Saguenay,112,128.4,556.4278297,Quebec,-97,-635,459,27,520,1625,1371,254,161450,61500,394,475,644.6666667,587.6666667,56.02,67.51,525.3333333,6.264032982,0.00508907,-100,79.2,72.4,56,16.4,6.7,55.7,8.5,58.7,53.7,7.9,412,186,438,0.000526684,0.000526472,0.00069401,-1.3,0.3,-1.6,6.321537476,-0.009028812
2017,Saguenay,125,130.4,560.9304703,Quebec,-15,-338,466,NA,527,1469,1399,70,161694,61100,406.3333333,479.6666667,662.6666667,602.6666667,54.97,59.27,537.8333333,6.287548723,0.023515741,-400,80.9,75.1,60.1,15,5.8,54.2,7.2,59.9,55.6,8,416,194,411,0.00069401,0.000693984,0.000774234,0.1,-1.3,1.2,6.329596959,0.008059483
2018,Saguenay,68,133.4,558.1709145,Quebec,-51,-257,649,NA,678,1505,1505,0,162064,58000,434.3333333,483.3333333,663.3333333,609,48.57,63.51,547.5,6.305362462,0.017813739,-3100,79.5,74.3,59.9,14.4,5.2,56,6.5,58.7,54.8,5,437,191,439,0.000774234,0.000774565,0.000420547,-3,-0.7,-1.2,6.324665214,-0.004931745
2019,Saguenay,45,136,583.4791667,Quebec,-50,32,618,NA,609,1453,1517,-64,162591,73200,470.3333333,497,705.3333333,661.25,47.56,64.23,583.4791667,6.369008747,0.063646285,15200,81.2,76.8,61.2,15.6,4.4,54.8,5.4,59.7,56.5,3.3,452,267,375,0.000420547,0.000421183,0.000277668,-1.7,-1.1,1,6.369008747,0.044343533
2020,Saguenay,71,137,637.3759124,Quebec,-28,223,597,NA,607,1505,1563,-58,163335,NA,446,507,838.5,776.75,43.88,61.11,642.0625,6.464685651,0.095676904,NA,80.3,73.7,60.6,13.1,6.6,55.4,8.2,59.1,54.3,2.9,535,322,478,0.000277668,0.000278303,0.000436679,-0.4,2.8,-0.6,6.457359611,0.088350864
2021,Saguenay,112,141.6,671.7361111,Quebec,89,876,-578,NA,-541,1449,1578,-129,163630,NA,506.6666667,525.6666667,948,817.25,50,82.34,699.3958333,6.550216867,0.085531216,NA,78.5,74.3,61.3,13,4.2,57,5.4,57.9,54.8,1.7,593,343,610,0.000436679,0.000438099,0.000685707,-1.2,-2.8,-1.2,6.509865572,0.052505961
2022,Saguenay,301,151.2,646.2323633,Quebec,142,657,699,NA,884,1509,1637,-128,165185,NA,510.6666667,558.6666667,936,868.5,51.42,82.68,718.4583333,6.577107713,0.026890846,NA,80.9,77.4,63,14.4,3.5,54.6,4.3,59.7,57.1,0.6,577,367,547,0.000685707,0.000688845,0.001839516,-1.1,-1.1,1.8,6.471159135,-0.038706437
2002,Saint John,133,100,621.9733333,New Brunswick,-164,-194,108,-277,92,1329,1118,211,127031,NA,362.3333333,426.6666667,545,495.3333333,93.03,82.83,457.3333333,6.12541252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,397,129,401,NA,NA,NA,NA,NA,NA,6.432897219,NA
2003,Saint John,201,102.8,615.9468223,New Brunswick,-49,-213,101,-283,189,1311,1128,183,126858,NA,379.6666667,427,550.3333333,505.3333333,93.4,81.41,465.5833333,6.1432911,0.01787858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,580,237,468,NA,NA,0.001582291,-1.7,NA,NA,6.423160632,-0.009736587
2004,Saint John,184,104.7,612.8876154,New Brunswick,-68,-71,80,-277,162,1282,1184,98,126702,NA,367,433.3333333,564.3333333,522.6666667,85.74,79.54,471.8333333,6.156625816,0.013334716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,516,217,528,0.001582291,NA,0.001450441,1,NA,NA,6.418181584,-0.004979049
2005,Saint John,183,107,617.4018692,New Brunswick,-414,-181,87,-273,230,1252,1130,122,126186,NA,378.6666667,445.3333333,588,531,74.63,73.38,485.75,6.185694088,0.029068272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,501,165,553,0.001450441,0.001448465,0.001444334,0.6,NA,NA,6.42552014,0.007338556
2006,Saint John,512,109.1,632.5267339,New Brunswick,-782,-54,413,-241,788,1315,1061,254,126151,63800,394,465,611.6666667,559,79.92,85.94,507.4166667,6.229332494,0.043638406,NA,65.4,61.4,50.5,10.9,4,37.6,6.1,63.5,59.6,7.1,565,318,418,0.001444334,0.001442558,0.004057502,0.9,NA,NA,6.449722487,0.024202347
2007,Saint John,532,111.5,652.0478326,New Brunswick,-456,64,15,41,603,1364,1067,297,126700,64800,423.6666667,496.6666667,645,573,74.25,75.45,534.5833333,6.281487627,0.052155133,1000,68.6,65.2,54.5,10.7,3.3,35.1,4.8,66.2,62.9,4.7,687,375,635,0.004057502,0.004040978,0.004217168,-2.4,-1.3,2.7,6.480117922,0.030395435
2008,Saint John,561,114.1,666.3920538,New Brunswick,-93,124,-17,34,507,1384,1102,282,127554,77900,430.6666667,520.3333333,666,619.3333333,87.39,87.04,559.0833333,6.326298538,0.044810911,13100,69,64.5,54.2,10.2,4.5,35.7,6.5,66,61.7,2.8,832,484,723,0.004217168,0.004215999,0.004427782,-1.9,1.7,-0.2,6.501878167,0.021760245
2009,Saint John,607,114.4,694.6620047,New Brunswick,-86,78,228,14,782,1424,1075,349,128691,76900,457.6666667,544.3333333,690.6666667,644.6666667,80.78,79.71,584.3333333,6.370471596,0.044173058,-1000,71.6,67.2,55.9,11.4,4.3,34.2,6,67.7,63.5,3.5,659,344,797,0.004427782,0.004447052,0.004758769,0.7,-0.5,1.7,6.543425403,0.041547236
2010,Saint John,615,116.5,694.8841202,New Brunswick,-95,53,-56,-16,535,1348,1091,257,129425,79200,466,556,711,648,79.6,82.77,595.25,6.388981485,0.018509889,2300,70.8,65.3,54.2,11.1,5.5,35.9,7.8,66.4,61.2,4.7,653,511,485,0.004758769,0.004790845,0.004778889,1.2,1.8,-1.3,6.543745098,0.000319695
2011,Saint John,588,119.9,706.7500695,New Brunswick,-363,40,68,-23,614,1344,1110,234,129927,73300,477.6666667,574.6666667,768,672,69.07,76.47,623.0833333,6.434680271,0.045698786,-5900,70.7,66,54.6,11.4,4.8,36.6,6.8,65.9,61.5,5.9,361,468,402,0.004778889,0.004821487,0.004543172,1.2,-1,-0.5,6.560677095,0.016931997
2012,Saint John,537,121.7,714.5261572,New Brunswick,-864,-148,6,123,540,1297,1120,177,129755,67100,489,589,785.25,694.3333333,66.76,67.46,639.3958333,6.46052372,0.025843449,-6200,70.9,64.7,54.7,10,6.2,36.5,8.7,66,60.2,9.7,355,310,506,0.004543172,0.004569084,0.00413309,3.8,1.9,0.1,6.571619606,0.010942511
2013,Saint John,418,122.8,714.7706298,New Brunswick,-1049,-93,-85,125,296,1221,1059,162,129196,72900,490.3333333,586,811.25,694,60.83,55.82,645.3958333,6.469863824,0.009340104,5800,71,64.5,53.1,11.4,6.5,36.2,9.2,66.2,60.2,11.6,276,326,258,0.00413309,0.004149121,0.003221456,1.9,0.5,0.2,6.571961694,0.000342088
2014,Saint John,487,125.2,702.9020234,New Brunswick,-1004,-208,-184,125,254,1273,1093,180,128543,71300,494.6666667,603.3333333,772,718.3333333,55.47,61.21,647.0833333,6.472475086,0.002611262,-1600,70.9,65.4,54,11.4,5.5,35.9,7.8,66.4,61.2,8.7,236,221,340,0.003221456,0.003217191,0.003769467,-2.9,-1.4,0.2,6.555217513,-0.016744181
2015,Saint John,620,126.6,707.0352817,New Brunswick,-699,-87,-187,127,411,1239,1252,-13,128282,71000,493,602.6666667,815,722,55.66,65.43,658.1666667,6.489458192,0.016983106,-300,70.4,64.5,55.4,9.1,5.8,36.2,8.2,66,60.5,7.6,225,271,158,0.003769467,0.003753227,0.004823289,-1.1,0.4,-0.4,6.561080568,0.005863055
2016,Saint John,1172,128.4,699.3302181,New Brunswick,-476,-202,6,93,1134,1258,1163,95,128926,72100,499,628,790,724,54.91,74.46,660.25,6.492618551,0.003160359,1100,70.4,64.9,54,10.9,5.5,36.4,7.8,65.9,60.8,7.7,151,117,312,0.004823289,0.00479891,0.009136122,0.1,-0.4,-0.1,6.550123046,-0.010957522
2017,Saint John,801,130.4,706.0736196,New Brunswick,-164,150,-40,NA,686,1136,1251,-115,129483,70100,549.3333333,629,777.3333333,752.3333333,56.77,73.32,677,6.517671273,0.025052722,-2000,71.5,67.3,57.2,10.2,4.2,35.8,5.9,66.6,62.7,4.1,268,214,172,0.009136122,0.009117572,0.006212866,-3.6,-1.9,0.7,6.559719509,0.009596463
2018,Saint John,784,133.4,699.7313843,New Brunswick,-13,-25,132,NA,878,1196,1269,-73,130250,71500,525.6666667,650.6666667,808.75,760.3333333,57.04,70.81,686.3541667,6.531393772,0.0137225,1400,69.3,65,54.5,10.4,4.3,38.8,6.2,64.1,60.1,3.4,271,244,239,0.006212866,0.006244056,0.006054849,-0.7,0.3,-2.5,6.550696525,-0.009022984
2019,Saint John,894,136,716,New Brunswick,61,-37,130,NA,981,1180,1346,-166,131089,77000,546,694.3333333,817,806.6666667,56.95,74.99,716,6.573680167,0.042286395,5500,72.4,67.5,55.9,11.6,4.9,36.7,6.8,66.4,61.9,3.1,381,376,247,0.006054849,0.006081008,0.006863724,-0.3,0.6,2.3,6.573680167,0.022983642
2020,Saint John,892,137,737.2043796,New Brunswick,1,-42,158,NA,1053,1166,1332,-166,131935,NA,569.3333333,705.3333333,863.5,832.3333333,52.03,69.83,742.625,6.610191207,0.03651104,NA,68.5,61.5,51.1,10.5,7,41.3,10.2,62.3,56,2.8,540,438,478,0.006863724,0.006904381,0.006804537,-0.3,3.4,-4.1,6.602865167,0.029185
2021,Saint John,371,141.6,773.5640301,New Brunswick,637,-90,113,NA,459,1151,1331,-180,132761,NA,592.6666667,758.3333333,975,895.6666667,50.17,54.17,805.4166667,6.691359742,0.081168535,NA,69.9,63.4,51.7,11.7,6.5,40.6,9.3,63.3,57.4,1.9,549,676,310,0.006804537,0.006848369,0.002811991,-0.9,-0.9,1,6.651008446,0.04814328
2022,Saint John,1208,151.2,800.135582,New Brunswick,1456,-42,586,NA,1741,1186,1480,-294,135622,NA,685.3333333,844.3333333,998.25,1030.333333,54.6,67.59,889.5625,6.790729769,0.099370027,NA,70.6,65.7,55.6,10,4.9,42.2,6.9,62.6,58.2,1.3,608,740,517,0.002811991,0.002830138,0.009099058,-0.6,-2.4,-0.7,6.684781191,0.033772744
2002,Saskatoon,862,100,692.8633333,Saskatchewan,-2218,1299,133,911,710,2804,1759,1045,234263,NA,362,461.3333333,647.25,567.25,183.04,188.77,509.4583333,6.23334807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,1489,883,1010,NA,NA,NA,NA,NA,NA,6.54083277,NA
2003,Saskatoon,629,102.8,684.4649805,Saskatchewan,-1561,718,136,910,507,2827,1797,1030,235867,NA,371,463,654.25,581.25,219.5,227.84,517.375,6.24876795,0.01541988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1455,669,1675,NA,NA,0.002685016,0.8,NA,NA,6.528637483,-0.012195287
2004,Saskatoon,826,104.7,670.2578797,Saskatchewan,-1201,913,141,912,702,2864,1854,1010,238203,NA,372,468.25,643,580.75,190.69,178.68,516,6.246106765,-0.002661185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,1578,925,1322,0.002685016,NA,0.003501974,1.8,NA,NA,6.507662533,-0.020974949
2005,Saskatoon,973,107,661.728972,Saskatchewan,-2590,1233,129,938,854,2825,1767,1058,239696,NA,374,468.5,651.25,588.75,183.29,199.98,520.625,6.255030013,0.008923247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,1062,658,1329,0.003501974,0.003525952,0.004084751,-1.7,NA,NA,6.494856064,-0.012806469
2006,Saskatoon,828,109.1,669.7937672,Saskatchewan,-1534,1237,106,720,637,2896,1721,1175,241931,63600,395,487.5,658.75,608,165.24,205.05,537.3125,6.286579862,0.031549849,NA,137.8,131.7,107.2,24.5,6.1,56.7,4.4,70.8,67.7,3.2,1496,1115,1039,0.004084751,0.004125206,0.003454376,-1.4,NA,NA,6.506969855,0.012113791
2007,Saskatoon,1389,111.5,742.2316891,Saskatchewan,533,1064,243,-385,1599,3079,1769,1310,246052,69200,435.3333333,544.25,754.5,700,158.14,208.54,608.5208333,6.411031149,0.124451287,5600,146.9,141,115.2,25.8,5.9,51.7,4,74,71,0.6,2380,2018,1475,0.003454376,0.003476027,0.005741306,-2.6,-0.4,3.2,6.609661444,0.102691589
2008,Saskatoon,1999,114.1,864.1294186,Saskatchewan,1005,958,564,-374,2356,3290,1806,1484,251481,74300,517.6666667,651.75,880.25,850.25,138.85,165.52,724.9791667,6.586142919,0.17511177,5100,149.3,143.2,117.6,25.6,6.1,54.2,4.1,73.4,70.4,1.8,2319,1967,2369,0.005741306,0.00579484,0.008124299,1.2,0.1,-0.6,6.761722548,0.152061104
2009,Saskatoon,2271,114.4,929.7494172,Saskatchewan,896,1071,1059,-337,3207,3346,1704,1642,257960,73500,568.3333333,720.5,949.75,889.75,133.48,156.16,782.0833333,6.661961299,0.07581838,-800,156.3,148.8,120.9,27.9,7.5,52.6,4.8,74.8,71.2,1.9,1428,1515,1872,0.008124299,0.008262686,0.009030503,0.1,0.7,1.4,6.834915106,0.073192558
2010,Saskatoon,2828,116.5,960.925608,Saskatchewan,1120,1343,242,-316,2826,3466,1734,1732,264665,74800,599.3333333,734.5,1023.75,935,128.62,156.39,823.1458333,6.713133382,0.051172083,1300,155.7,147.2,120.4,26.8,8.6,58.8,5.5,72.6,68.6,2.6,2381,1803,2000,0.009030503,0.009229756,0.01096294,0.7,0.7,-2.2,6.867896995,0.032981889
2011,Saskatoon,3236,119.9,997.5034751,Saskatchewan,507,1921,11,-321,3169,3629,1842,1787,271728,86000,632.6666667,785,1130,970,114.84,130.48,879.4166667,6.779258809,0.066125427,11200,155.9,147.2,118.9,28.3,8.7,64.4,5.6,70.8,66.8,2.6,2994,2277,2520,0.01096294,0.011245382,0.012226777,0,0.1,-1.8,6.905255633,0.037358638
